ID,A,B,感情
1_260,運動会の最後の種目の全員リレーで、子どもがアンカーを務めました。,リレーというと、一番見応えのある競技ですね。,誇りに思う
1_261,猫を病院に連れて行ったら、ガンだって言われたの。,手術で治らないの？,悲しい
1_262,旦那はいわゆる落ち葉族になってる。,いつも嫁にべったりってやつ？,いらいらする
1_263,友達に感謝してもしきれないなぁ。,どうしたの？,感謝する
1_264,昨日何食べた？,クリスマスだったから家族でチキンレッグを焼いて食べたよ。,さびしい
1_265,この前のカラオケの時、気付いたら門限すぎててさ。,あんたのお母さんすごく厳しい人じゃなかった？,怖い
1_266,夜目が覚めた時、私の部屋の窓が開いててさ。,え！？どういうことなの？自然に開いてたってこと？,恐ろしい
1_267,この前告白してくれたけどさ、やっぱり無理っぽい。,そ、そうなんだ。残念だけど、他に好きな人がいるとか？,うしろめたい
1_268,小学校、中学校と吹奏楽部だったんだ。だから高校でも続けたい。,吹奏楽部ってすごく練習が厳しいっていうよね。楽しかったの？,感動する
1_269,また、取引先のセクハラおやじが来てるよ。,いつもおしり触ってくるあのおやじね。,嫌悪感を抱く
1_270,最近すごく勉強してるんだ。,頑張ってるね。,期待する
1_271,来月の資格試験は合格できそうです。,たくさん勉強したのですか？,自信がある
1_272,同僚が突然仕事に来なくなってしまいました。,そうなんですね。連絡があったんですか？,激怒する
1_273,今日運動会があるんですよ。,そうなんですね。頑張ってくださいね。,不安に思う
1_274,もうすぐ通販で買った物が届きます。,何を買ったんですか？,待ち望む
1_275,昨日は居酒屋に行ってきました。,いいですね！誰と行ったんですか？,楽しい
1_276,引き出しの掃除をしていたら、古い写真が出てきました。,どんな写真ですか？,懐かしい
1_277,ずっと楽しみにしていた旅行が中止になってしまいました。,どうして中止になったんですか？,がっかりする
1_278,今週末は高校受験の合格発表があります。,それはドキドキしますね。手応えはありますか？,心構えする
1_279,恋人とは遠距離恋愛中なので、中々会えないです。,それは寂しいですね。,羨ましい
1_280,昨日レストランで食事をしてきたんですけど、とても美味しかったです。,いいですね！初めて行ったお店だったんですか？,満足
1_281,第一志望の大学が不合格で、落ち込んでいます。,それは気の毒に。でもあなたが努力してきたのは無駄にはならないはずですよ。,打ちのめされる
1_282,昨日クラス替えした後の、初めての自己紹介で失敗しちゃった。,あらら、どんな失敗をしたの？,恥ずかしい
1_283,昨日は急な雨で、家族が傘を持たずに出かけていたんです。,それは大変でしたね。ずぶ濡れになってしまったんじゃないですか。,思いやりを持つ
1_284,タンスを整理していたら、母親が大事にしていたブローチを見つけました。,素敵なブローチなんでしょうね。,感傷的になる
1_285,次のプロジェクトでは昔教えてもらった先輩と一緒で頼もしく思っています。,いいですね。久しぶりに同じ仕事をするんですか？,信頼する
1_286,昨日塾で先生から何度も教えてもらったのにわからなかったんだ。,そうなんだ。次の塾はいつ？,恥じる
1_287,山道を運転中に、落石注意の看板を見つけました。道も急になってきましたし大丈夫でしょうか。,それは危ないですね。ゆっくり安全運転してください。,懸念する
1_288,今日女の子に告白されたんだけど、他に好きな人がいたから断ったんだ。,それを正直に言ったの？,誠実な気持ち
1_289,近くの駅で高校の同級生と再会して、驚いたよ。,へえ。いつ以来の再会なんですか？,おどろく
1_290,お菓子の勉強をしたいと思っていて、手順がわかりやすい動画を見つけたんですよ。,へえ、どこにあったんですか？,わくわくする
1_291,昨日息子が泣きながら帰って来たんです！,え、なにがあったのですか？,怒る
1_292,高校時代弓道で関東大会に出場しました。,それはすごいですね！結果はどうでしたか？,誇りに思う
1_293,とても悲しいニュースを聞きました。,どういうニュースですか？,悲しい
1_294,もう23時なのに仕事が終わりません。とても眠いのに！,こんな時間なのに。自分では切り上げられないのですか？,いらいらする
1_295,先日スーパーにお財布を忘れて帰ってしまったのです。気付いたときは絶望しました。,それは青ざめる状況ですね。すぐにとりに戻ったのでしょうか？,感謝する
