ID,A,B,感情,対話行為
1_6817,こないだ観た映画、タイトル忘れたけどトミー・リー・ジョーンズが出てるんだ,面白かった?,おどろく,質問(YesNo)
1_6849,驚いた、ショーンコネリーっててっきり死んだと思ってたら生きてた、びっくりだよ,勝手に殺さないでください,おどろく,自己開示
1_6881,この前、自分の母校が甲子園に出場したと聞いて驚きました。,もともと野球の強い高校だったんですか？,おどろく,質問(YesNo)
1_6913,さっき、通りすがりの知らない小学生に挨拶されて、びっくりした。,挨拶って、どんな？,おどろく,質問(What)
1_6945,ガソリンスタンドで、二槽式の洗濯機を見かけたんだ。まだあったのかって驚いちゃった。,二槽式って、昭和のイメージだよね。,おどろく,自己開示
1_6977,古本屋に売ろうと思ってた本に、千円札が挟まってた！,危なかったね！そのまま出さずに、気づいて良かったねー。,おどろく,応答(平叙)
1_7009,トイレに入ったら、画鋲が落ちてて、踏みそうになっちゃった！,危ない！怪我はなかった？,おどろく,質問(YesNo)
1_7041,この前沖縄旅行したら、ヤモリが鳴いててびっくりしたの！,え、ヤモリってなくの？,おどろく,質問(YesNo)
1_7073,この前の旅行で急にプロポーズされたの！ほんとびっくりして泣いちゃった。,そうなんだ！その場で返事したの？,おどろく,質問(YesNo)
1_7105,帰りが遅くなって夜道を歩いてたら、急に人が立っててびっくりしたよ。,暗い場所だったの？,おどろく,質問(YesNo)
1_7137,昨日、女装できるバーで自分の意外な一面を発見しておどろいたんだよな。,キモくなかった、お前？,おどろく,質問(YesNo)
1_7169,昨日、高速道路を走っていたら大きな土砂の山があっておどろいたよ。,え！なんで？,おどろく,質問(What)
1_7201,私先月入院したんです。その間家事全般全くできない夫が心配だったんですよ。,入院より旦那さんが心配だったと。,おどろく,自己開示
1_7233,私先日初めて魚釣りに行ったんです。,私は子供の頃少しだけ。,おどろく,自己開示
1_7265,普段無口な同僚が会議で演説をぶったので、驚きました。,へえ、そんなことがあるんですね。,おどろく,自己開示
1_7297,長年の知人同士が親戚だと最近知ったんです。,そんなことがあるんですか？,おどろく,質問(YesNo)
1_7329,そういえばさ、シクラメンって強いんだね～！,え？何の話？,おどろく,質問(What)
1_7361,さっき、シラスを食べてたら、中から小さいタコが出てきた！びっくりした～！,え？タコなんて出てきたの！？,おどろく,質問(What)
1_7393,この前、わたし、誕生日だったじゃない？,うん。先週だよね。,おどろく,応答(YesNo)
1_7425,今日、中学校の時の同級生に、10年ぶりくらいに会ったんだけど、めっちゃイケメンになっててビックリ！,へ～。昔はそんなことなかったの？,おどろく,あいづち
1_7457,朝起きて、鏡を見たらびっくり。,どうしたの？,おどろく,質問(What)
1_7489,この間、夜中に目覚めたら金縛りで、体が全く動かなかったんです。,金縛りですか。よくなるんですか？,おどろく,質問(YesNo)
1_7521,２０代だと思っていた女性が４０代だと聞いてびっくりしました！,どうしてその女性を２０代だと思っていたのですか？,おどろく,質問(What)
1_7553,民家の塀を、動物が走り抜けていくから猫かな？と思ったのに、猿だったんだよ！,え、猿？なんで猿が？,おどろく,確認
1_7585,学生の時に友達と、それぞれの地元のお雑煮を作ってみたことあるけど、いろんな種類のお雑煮があって面白かったよ。,どんなお雑煮があったの？,おどろく,質問(What)
1_7617,友達が遊びに来てすぐ人ん家の冷蔵庫開けてた、勝手に開けるって信じられない,たまにいるよ、なんとも思ってないんだよ,おどろく,自己開示
1_7649,娘が弁当を自分で作って持って行くようになった、料理もロクにしないのに何があったんだ、驚いた,彼氏の分も作ってるとか,おどろく,質問(YesNo)
1_7681,久し振りに友達に会ったら怪しいシールをくれて「パワーがあるから弱ってるところに貼って」って言われた、驚いた,なんだろう?カルト?,おどろく,質問(What)
1_7713,先ほど洗濯機を回したら、ウールのセーターが紛れ込んていました。,一緒に洗っちゃったんですか？,おどろく,質問(YesNo)
1_7745,昨日、バイト先の忘年会だったんだけど、あんまり記憶がないんだよねー。,お酒は飲んでも飲まれるな、ですよ！,おどろく,質問(YesNo)
1_7777,いま初めて冷食のちゃんぽんを食べたんだけど、すっごく美味しくて驚いちゃった。,冷凍食品にちゃんぽんがあるんですか？,おどろく,質問(YesNo)
1_7809,今朝、保温中の炊飯ジャーを開けたら、中が空っぽで仰天しちゃった。,だれか全部食べちゃったのかな？,おどろく,質問(YesNo)
1_7841,今日、車を運転中に猫が飛び出してきて、心臓が止まるかと思ったよ。,うわっ！大丈夫だった？,おどろく,質問(YesNo)
1_7873,今、庭でキュウリを育ててるんだけどね。収穫し忘れたキュウリが気づいたら凄く大きくなっててびっくりした！,すごくってどのくらい？,おどろく,質問(What)
1_7905,最近、東京でバリバリの営業マンだった友達が、田舎にIターンして農業始めたらしくてびっくり。,そうなんだ。真逆の生活だね。,おどろく,あいづち
1_7937,何年ぶりかに会った友達がすごい太っちゃっててさ。,何年か会わないと人って変わるからね。,おどろく,自己開示
1_7969,昨日、子ガメを追いかけていたら、急にウミヘビが現れて超おどろいたわ！,えー！危なかったね！,おどろく,質問(YesNo)
1_8001,コメダのシロノワールの大きさにはおどろいたわ。,え！そんなに大きかったらデザートには食べきれないね。,おどろく,自己開示
1_8033,昨日びっくりしたことがあって。,何があったんですか？,おどろく,質問(What)
1_8065,私の子供の同級生が、偶然にも私の学生時代の友人の子供だったんですよ。,へえ、そんなことがあるんですねえ。,おどろく,自己開示
1_8097,昨日自転車の前に突然ネコが飛び出してきたんです、驚きました。,わー、大変だ！,おどろく,質問(YesNo)
1_8129,日課の散歩中に、ヘビを見ました。,わー、私ヘビが苦手なんです！,おどろく,質問(YesNo)
1_8161,さっき電車で隣に座っていた女性が高校の同級生だった。,それはすごい偶然だね。話したの？,おどろく,自己開示
1_8193,部屋にゴキブリが突然現れて驚いたよ。,ゴキブリはびっくりするよね。,おどろく,自己開示
